ID	RFQ_MASTER_ID	ACTION_NAME	PRODUCT_FAMILY	OLD_PRODUCT_FAMILY	RECEIVE_DATE	RFQ_STATUS	EST_PROD_REVENUE	EST_SALES_QTY	EST_PROD_COST	DB_YEAR	DB_DATE	SI_DATE	PV_DATE	RTM_DATE	FCS_DATE	LIFE_CYCLE	END_YEAR	END_DATE	LOST_REASON_CODE	LOST_REASON_DESC	YLY_SHIPMENT_ONLY	REMARK	EDITOR	CDT
115	52	Add	Medusa	Medusa	2022-06-08 00:00:00.000	On-going	10323000000.00	200000	10123794000.00	2022	2022-08-03 00:00:00.000	2022-10-21 00:00:00.000	2022-12-29 00:00:00.000	2023-04-06 00:00:00.000	2023-05-22 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:29:55.393
116	53	Add	Vision	Vision	2020-03-10 00:00:00.000	On-going	15484500000.00	300000	15323126400.00	2021	2021-06-30 00:00:00.000	2021-10-11 00:00:00.000	2022-01-18 00:00:00.000	2022-04-27 00:00:00.000	2022-06-05 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:09.570
117	54	Add	Varcolac	Varcolac	2022-05-06 00:00:00.000	On-going	16774875000.00	325000	16537125150.00	2022	2022-07-13 00:00:00.000	2022-10-11 00:00:00.000	2022-12-19 00:00:00.000	2023-03-23 00:00:00.000	2023-04-24 00:00:00.000	24	NULL	NULL			NULL		iec050159	2022-08-13 20:30:09.673
118	55	Add	Sylva	Sylva	2020-02-19 00:00:00.000	On-going	7131240000.00	213000	7026886188.00	2020	2020-04-20 00:00:00.000	2020-07-01 00:00:00.000	2020-09-08 00:00:00.000	2021-01-19 00:00:00.000	2021-01-25 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:24.790
119	56	Add	Starlight	Starlight	2020-05-18 00:00:00.000	On-going	6835109400.00	200000	6732146682.00	2020	2020-09-08 00:00:00.000	2020-09-08 00:00:00.000	2020-09-08 00:00:00.000	2021-02-23 00:00:00.000	2021-02-26 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:24.893
120	57	Add	Starfox	Starfox	2020-12-16 00:00:00.000	On-going	12834000000.00	460000	12742108560.00	2021	2021-04-09 00:00:00.000	2021-06-09 00:00:00.000	2021-10-28 00:00:00.000	2022-03-04 00:00:00.000	2022-04-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:37.380
121	58	Add	Sandwalker	Sandwalker	2022-01-19 00:00:00.000	On-going	8470440000.00	330000	8393929830.00	2022	2022-07-29 00:00:00.000	2022-09-02 00:00:00.000	2022-11-07 00:00:00.000	2023-02-16 00:00:00.000	2023-03-24 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:37.450
122	59	Add	Ultron	Ultron	2021-05-20 00:00:00.000	On-going	1701900000.00	61000	1670553254.81	2021	2021-07-26 00:00:00.000	2021-10-16 00:00:00.000	2022-03-08 00:00:00.000	2022-06-10 00:00:00.000	2022-07-26 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:30:48.960
123	60	Add	WARPATH13	WARPATH13	2020-11-21 00:00:00.000	On-going	20034632926.87	914854	19955762448.68	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.233
124	61	Add	WARPATH14	WARPATH14	2020-11-21 00:00:00.000	On-going	57375771302.39	2568833	57035336709.06	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.333
125	62	Add	WARPATH16	WARPATH16	2020-11-21 00:00:00.000	On-going	14245101893.80	595863	14168462590.60	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.420
126	63	Add	WARPATHW14	WARPATHW14	2020-11-21 00:00:00.000	On-going	5622006534.35	200545	5595429308.22	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.510
127	64	Add	WARPATHW16	WARPATHW16	2020-11-21 00:00:00.000	On-going	3247921619.71	108724	3233937647.56	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.607
128	65	Add	POWDERKEG	POWDERKEG	2020-11-21 00:00:00.000	On-going	12176418204.00	474000	12100376754.00	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.697
129	66	Add	WARPATH14L	WARPATH14L	2020-11-21 00:00:00.000	On-going	9180855342.45	374450	9131231356.20	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.790
130	67	Add	WARPATH14LX	WARPATH14LX	2020-11-21 00:00:00.000	On-going	6413219628.12	224635	6377182558.25	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.890
131	68	Add	LOCKHEED13	LOCKHEED13	2020-11-21 00:00:00.000	On-going	4995798217.20	226800	4978333710.00	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:40.987
132	69	Add	LOCKHEED14	LOCKHEED14	2020-11-21 00:00:00.000	On-going	18788266224.00	819000	18760617603.00	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:41.093
133	70	Add	LOCKHEED16	LOCKHEED16	2020-11-21 00:00:00.000	On-going	5971740552.00	244800	5949338414.40	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:32:41.180
134	71	Add	Pax	Pax	2022-04-22 00:00:00.000	On-going	4415292403.20	242900	4412323478.18	2022	2022-07-01 00:00:00.000	2022-09-07 00:00:00.000	2022-09-07 00:00:00.000	2023-01-13 00:00:00.000	2023-02-24 00:00:00.000	15	NULL	NULL			NULL		iec050159	2022-08-13 20:35:42.300
135	72	Add	Pixie	Pixie	2021-04-07 00:00:00.000	On-going	4018582080.00	230000	3998176020.00	2021	2021-08-19 00:00:00.000	2021-10-21 00:00:00.000	2021-12-09 00:00:00.000	2022-03-02 00:00:00.000	2022-04-15 00:00:00.000	15	NULL	NULL			NULL		iec050159	2022-08-13 20:35:42.407
136	73	Add	PEPPER	PEPPER	2020-05-01 00:00:00.000	On-going	3013200000.00	180000	3013200000.00	2020	2020-07-12 00:00:00.000	2020-09-11 00:00:00.000	2020-11-02 00:00:00.000	2021-02-05 00:00:00.000	2021-02-20 00:00:00.000	15	NULL	NULL			NULL		iec050159	2022-08-13 20:35:58.363
137	74	Add	Masala	Masala	2020-12-19 00:00:00.000	On-going	3909365856.00	198000	3866387580.00	2021	2021-06-16 00:00:00.000	2021-09-10 00:00:00.000	2021-11-03 00:00:00.000	2022-02-28 00:00:00.000	2022-03-28 00:00:00.000	24	NULL	NULL			NULL		iec050159	2022-08-13 20:35:58.463
138	75	Add	Sansa	Sansa	2019-05-03 00:00:00.000	On-going	4267902265.34	276641	4253005977.42	2019	2019-09-02 00:00:00.000	2019-11-27 00:00:00.000	2020-03-16 00:00:00.000	2020-07-20 00:00:00.000	2020-07-27 00:00:00.000	30	NULL	NULL			NULL		iec050159	2022-08-13 20:36:42.590
139	76	Add	Bran	Bran	2019-05-03 00:00:00.000	On-going	12742837852.89	829021	12702592199.42	2019	2019-09-02 00:00:00.000	2019-11-27 00:00:00.000	2020-03-16 00:00:00.000	2020-07-20 00:00:00.000	2020-07-27 00:00:00.000	30	NULL	NULL			NULL		iec050159	2022-08-13 20:36:42.713
140	77	Add	Boggle	Boggle	2020-11-23 00:00:00.000	On-going	10670617260.00	620000	10593122220.00	2021	2021-04-26 00:00:00.000	2021-07-12 00:00:00.000	2021-11-03 00:00:00.000	2022-03-14 00:00:00.000	2022-03-21 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-13 20:36:42.827
141	78	Add	Nantucket	Nantucket	2016-04-15 00:00:00.000	On-going	12946166370.00	530000	12698040510.00	2016	2016-11-02 00:00:00.000	2016-12-05 00:00:00.000	2017-05-17 00:00:00.000	2017-07-04 00:00:00.000	2017-08-04 00:00:00.000	60	NULL	NULL			NULL		iec050159	2022-08-13 20:36:42.940
142	79	Add	Tasmania	Tasmania	2019-05-17 00:00:00.000	On-going	10707171840.00	380000	10638788940.00	2019	2019-09-23 00:00:00.000	2020-03-27 00:00:00.000	2020-09-02 00:00:00.000	2020-12-07 00:00:00.000	2020-12-28 00:00:00.000	60	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.050
143	80	Add	Paradigm	Paradigm	2020-06-01 00:00:00.000	On-going	1949512500.00	125000	1780299000.00	2020	2020-10-08 00:00:00.000	2020-12-21 00:00:00.000	2021-05-31 00:00:00.000	2021-09-03 00:00:00.000	2021-09-03 00:00:00.000	48	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.160
144	81	Add	Tranquill	Tranquill	2018-03-12 00:00:00.000	On-going	19257511860.00	1555000	19069656975.00	2018	2018-09-13 00:00:00.000	2019-01-24 00:00:00.000	2019-05-14 00:00:00.000	2019-07-19 00:00:00.000	2019-08-05 00:00:00.000	52	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.273
145	82	Add	Mulan	Mulan	2019-03-12 00:00:00.000	On-going	790573284.00	108000	781322760.00	2019	2019-07-09 00:00:00.000	2019-09-05 00:00:00.000	2019-11-22 00:00:00.000	2020-01-23 00:00:00.000	2020-02-20 00:00:00.000	36	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.393
146	83	Add	Slice2	Slice2	2017-03-21 00:00:00.000	On-going	1619455500.00	100000	1606565700.00	2017	2017-05-31 00:00:00.000	2017-07-24 00:00:00.000	2017-12-22 00:00:00.000	2018-02-22 00:00:00.000	2018-03-26 00:00:00.000	36	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.510
147	84	Add	Ludao	Ludao	2019-05-09 00:00:00.000	On-going	1649362340.03	182883	1640892296.76	2019	2019-09-03 00:00:00.000	2019-11-12 00:00:00.000	2020-04-21 00:00:00.000	2020-08-24 00:00:00.000	2020-09-01 00:00:00.000	24	NULL	NULL			NULL		iec050159	2022-08-13 20:36:43.620
148	77	Modify	Boggle	Boggle	2020-11-23 00:00:00.000	Award	10670617260.00	620000	10593122220.00	2021	2021-04-26 00:00:00.000	2021-07-12 00:00:00.000	2021-11-03 00:00:00.000	2022-03-14 00:00:00.000	2022-03-21 00:00:00.000	18	2021	2021-03-25 00:00:00.000			NULL		iec050159	2022-08-13 20:41:36.203
149	76	Modify	Bran	Bran	2019-05-03 00:00:00.000	Award	12742837852.89	829021	12702592199.42	2019	2019-09-02 00:00:00.000	2019-11-27 00:00:00.000	2020-03-16 00:00:00.000	2020-07-20 00:00:00.000	2020-07-27 00:00:00.000	30	2019	2019-07-18 00:00:00.000			NULL		iec050159	2022-08-13 20:41:57.733
150	49	Modify	Hook	Hook	2016-10-07 00:00:00.000	Award	8046862200.00	2600000	7967793600.00	2017	2017-02-21 00:00:00.000	2017-07-14 00:00:00.000	2017-10-30 00:00:00.000	2018-05-07 00:00:00.000	2018-05-08 00:00:00.000	24	2018	2018-03-23 00:00:00.000			NULL		iec050159	2022-08-13 21:47:31.040
151	50	Modify	Hook 2.0	Hook 2.0	2020-11-17 00:00:00.000	Award	9277140600.00	2900000	8955927900.00	2021	2021-01-26 00:00:00.000	2021-04-28 00:00:00.000	2021-07-19 00:00:00.000	2022-01-17 00:00:00.000	2022-03-14 00:00:00.000	36	2020	2020-11-26 00:00:00.000			NULL		iec050159	2022-08-13 21:47:50.943
152	68	Modify	LOCKHEED13	LOCKHEED13	2020-11-21 00:00:00.000	Award	4995798217.20	226800	4978333710.00	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:48:13.217
153	69	Modify	LOCKHEED14	LOCKHEED14	2020-11-21 00:00:00.000	Award	18788266224.00	819000	18760617603.00	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:48:22.380
154	70	Modify	LOCKHEED16	LOCKHEED16	2020-11-21 00:00:00.000	Award	5971740552.00	244800	5949338414.40	2021	2021-04-12 00:00:00.000	2021-09-25 00:00:00.000	2021-12-17 00:00:00.000	2022-03-25 00:00:00.000	2022-04-28 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:48:30.043
155	84	Modify	Ludao	Ludao	2019-05-09 00:00:00.000	Award	1649362340.03	182883	1640892296.76	2019	2019-09-03 00:00:00.000	2019-11-12 00:00:00.000	2020-04-21 00:00:00.000	2020-08-24 00:00:00.000	2020-09-01 00:00:00.000	24	2019	2019-07-17 00:00:00.000			NULL		iec050159	2022-08-13 21:48:50.987
156	51	Modify	Magneta	Magneta	2020-03-10 00:00:00.000	Award	17032950000.00	330000	16787951730.00	2021	2021-05-22 00:00:00.000	2021-07-19 00:00:00.000	2021-11-22 00:00:00.000	2022-03-02 00:00:00.000	2022-04-01 00:00:00.000	18	2021	2021-04-08 00:00:00.000			NULL		iec050159	2022-08-13 21:49:07.610
157	74	Modify	Masala	Masala	2020-12-19 00:00:00.000	Award	3909365856.00	198000	3866387580.00	2021	2021-06-16 00:00:00.000	2021-09-10 00:00:00.000	2021-11-03 00:00:00.000	2022-02-28 00:00:00.000	2022-03-28 00:00:00.000	24	2021	2021-06-05 00:00:00.000			NULL		iec050159	2022-08-13 21:49:24.963
158	52	Modify	Medusa	Medusa	2022-06-08 00:00:00.000	Award	10323000000.00	200000	10123794000.00	2022	2022-08-03 00:00:00.000	2022-10-21 00:00:00.000	2022-12-29 00:00:00.000	2023-04-06 00:00:00.000	2023-05-22 00:00:00.000	18	2022	2022-07-14 00:00:00.000			NULL		iec050159	2022-08-13 21:49:41.500
159	82	Modify	Mulan	Mulan	2019-03-12 00:00:00.000	Award	790573284.00	108000	781322760.00	2019	2019-07-09 00:00:00.000	2019-09-05 00:00:00.000	2019-11-22 00:00:00.000	2020-01-23 00:00:00.000	2020-02-20 00:00:00.000	36	2019	2019-05-17 00:00:00.000			NULL		iec050159	2022-08-13 21:50:02.890
160	78	Modify	Nantucket	Nantucket	2016-04-15 00:00:00.000	Award	12946166370.00	530000	12698040510.00	2016	2016-11-02 00:00:00.000	2016-12-05 00:00:00.000	2017-05-17 00:00:00.000	2017-07-04 00:00:00.000	2017-08-04 00:00:00.000	60	2019	2019-05-17 00:00:00.000			NULL		iec050159	2022-08-13 21:50:20.220
161	80	Modify	Paradigm	Paradigm	2020-06-01 00:00:00.000	Award	1949512500.00	125000	1780299000.00	2020	2020-10-08 00:00:00.000	2020-12-21 00:00:00.000	2021-05-31 00:00:00.000	2021-09-03 00:00:00.000	2021-09-03 00:00:00.000	48	2020	2020-08-04 00:00:00.000			NULL		iec050159	2022-08-13 21:50:34.100
162	71	Modify	Pax	Pax	2022-04-22 00:00:00.000	Award	4415292403.20	242900	4412323478.18	2022	2022-07-01 00:00:00.000	2022-09-07 00:00:00.000	2022-09-07 00:00:00.000	2023-01-13 00:00:00.000	2023-02-24 00:00:00.000	15	2022	2022-06-04 00:00:00.000			NULL		iec050159	2022-08-13 21:50:46.670
163	73	Modify	PEPPER	PEPPER	2020-05-01 00:00:00.000	Award	3013200000.00	180000	3013200000.00	2020	2020-07-12 00:00:00.000	2020-09-11 00:00:00.000	2020-11-02 00:00:00.000	2021-02-05 00:00:00.000	2021-02-20 00:00:00.000	15	2020	2020-06-01 00:00:00.000			NULL		iec050159	2022-08-13 21:52:19.840
164	72	Modify	Pixie	Pixie	2021-04-07 00:00:00.000	Award	4018582080.00	230000	3998176020.00	2021	2021-08-19 00:00:00.000	2021-10-21 00:00:00.000	2021-12-09 00:00:00.000	2022-03-02 00:00:00.000	2022-04-15 00:00:00.000	15	2021	2021-04-30 00:00:00.000			NULL		iec050159	2022-08-13 21:52:56.960
165	65	Modify	POWDERKEG	POWDERKEG	2020-11-21 00:00:00.000	Award	12176418204.00	474000	12100376754.00	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:53:23.640
166	64	Modify	WARPATHW16	WARPATHW16	2020-11-21 00:00:00.000	Award	3247921619.71	108724	3233937647.56	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:53:35.697
167	63	Modify	WARPATHW14	WARPATHW14	2020-11-21 00:00:00.000	Award	5622006534.35	200545	5595429308.22	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:53:46.093
168	62	Modify	WARPATH16	WARPATH16	2020-11-21 00:00:00.000	Award	14245101893.80	595863	14168462590.60	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:53:57.350
169	67	Modify	WARPATH14LX	WARPATH14LX	2020-11-21 00:00:00.000	Award	6413219628.12	224635	6377182558.25	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:54:07.857
170	66	Modify	WARPATH14L	WARPATH14L	2020-11-21 00:00:00.000	Award	9180855342.45	374450	9131231356.20	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:54:19.930
171	61	Modify	WARPATH14	WARPATH14	2020-11-21 00:00:00.000	Award	57375771302.39	2568833	57035336709.06	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:54:46.350
172	60	Modify	WARPATH13	WARPATH13	2020-11-21 00:00:00.000	Award	20034632926.87	914854	19955762448.68	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-13 21:55:13.500
173	58	Modify	Sandwalker	Sandwalker	2022-01-19 00:00:00.000	Award	8470440000.00	330000	8393929830.00	2022	2022-07-29 00:00:00.000	2022-09-02 00:00:00.000	2022-11-07 00:00:00.000	2023-02-16 00:00:00.000	2023-03-24 00:00:00.000	18	2022	2022-03-02 00:00:00.000			NULL		iec050159	2022-08-13 21:55:28.620
174	75	Modify	Sansa	Sansa	2019-05-03 00:00:00.000	Award	4267902265.34	276641	4253005977.42	2019	2019-09-02 00:00:00.000	2019-11-27 00:00:00.000	2020-03-16 00:00:00.000	2020-07-20 00:00:00.000	2020-07-27 00:00:00.000	30	2019	2019-07-18 00:00:00.000			NULL		iec050159	2022-08-13 21:55:47.110
175	83	Modify	Slice2	Slice2	2017-03-21 00:00:00.000	Award	1619455500.00	100000	1606565700.00	2017	2017-05-31 00:00:00.000	2017-07-24 00:00:00.000	2017-12-22 00:00:00.000	2018-02-22 00:00:00.000	2018-03-26 00:00:00.000	36	2017	2017-05-01 00:00:00.000			NULL		iec050159	2022-08-13 21:56:02.650
176	57	Modify	Starfox	Starfox	2020-12-16 00:00:00.000	Award	12834000000.00	460000	12742108560.00	2021	2021-04-09 00:00:00.000	2021-06-09 00:00:00.000	2021-10-28 00:00:00.000	2022-03-04 00:00:00.000	2022-04-07 00:00:00.000	18	2021	2021-03-09 00:00:00.000			NULL		iec050159	2022-08-13 21:56:23.420
177	56	Modify	Starlight	Starlight	2020-05-18 00:00:00.000	Award	6835109400.00	200000	6732146682.00	2020	2020-09-08 00:00:00.000	2020-09-08 00:00:00.000	2020-09-08 00:00:00.000	2021-02-23 00:00:00.000	2021-02-26 00:00:00.000	18	2020	2020-08-18 00:00:00.000			NULL		iec050159	2022-08-13 21:56:44.880
178	55	Modify	Sylva	Sylva	2020-02-19 00:00:00.000	Award	7131240000.00	213000	7026886188.00	2020	2020-04-20 00:00:00.000	2020-07-01 00:00:00.000	2020-09-08 00:00:00.000	2021-01-19 00:00:00.000	2021-01-25 00:00:00.000	18	2020	2020-04-15 00:00:00.000			NULL		iec050159	2022-08-13 21:57:02.343
179	79	Modify	Tasmania	Tasmania	2019-05-17 00:00:00.000	Award	10707171840.00	380000	10638788940.00	2019	2019-09-23 00:00:00.000	2020-03-27 00:00:00.000	2020-09-02 00:00:00.000	2020-12-07 00:00:00.000	2020-12-28 00:00:00.000	60	2019	2019-08-07 00:00:00.000			NULL		iec050159	2022-08-13 21:57:23.397
180	81	Modify	Tranquill	Tranquill	2018-03-12 00:00:00.000	Award	19257511860.00	1555000	19069656975.00	2018	2018-09-13 00:00:00.000	2019-01-24 00:00:00.000	2019-05-14 00:00:00.000	2019-07-19 00:00:00.000	2019-08-05 00:00:00.000	52	2018	2018-07-25 00:00:00.000			NULL		iec050159	2022-08-13 21:57:37.790
181	59	Modify	Ultron	Ultron	2021-05-20 00:00:00.000	Award	1701900000.00	61000	1670553254.81	2021	2021-07-26 00:00:00.000	2021-10-16 00:00:00.000	2022-03-08 00:00:00.000	2022-06-10 00:00:00.000	2022-07-26 00:00:00.000	18	2021	2021-06-10 00:00:00.000			NULL		iec050159	2022-08-13 21:58:07.567
182	54	Modify	Varcolac	Varcolac	2022-05-06 00:00:00.000	Award	16774875000.00	325000	16537125150.00	2022	2022-07-13 00:00:00.000	2022-10-11 00:00:00.000	2022-12-19 00:00:00.000	2023-03-23 00:00:00.000	2023-04-24 00:00:00.000	24	2022	2022-05-28 00:00:00.000			NULL		iec050159	2022-08-13 21:58:41.150
183	53	Modify	Vision	Vision	2020-03-10 00:00:00.000	Award	15484500000.00	300000	15323126400.00	2021	2021-06-30 00:00:00.000	2021-10-11 00:00:00.000	2022-01-18 00:00:00.000	2022-04-27 00:00:00.000	2022-06-05 00:00:00.000	18	2021	2021-05-27 00:00:00.000			NULL		iec050159	2022-08-13 21:58:57.580
184	65	Modify	POWDERKEG	POWDERKEG	2020-11-21 00:00:00.000	Award	12014416854.00	474000	11938375404.00	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-15 10:07:18.637
185	66	Modify	WARPATH14L	WARPATH14L	2020-11-21 00:00:00.000	Award	915170778000.00	374450	9102083794.00	2021	2021-03-12 00:00:00.000	2021-05-28 00:00:00.000	2021-10-29 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-15 10:08:46.497
186	67	Modify	WARPATH14LX	WARPATH14LX	2020-11-21 00:00:00.000	Award	632140344140.00	224635	6285366372.00	2021	2021-04-14 00:00:00.000	2021-06-09 00:00:00.000	2021-12-15 00:00:00.000	2022-02-21 00:00:00.000	2022-05-20 00:00:00.000	18	2021	2021-01-26 00:00:00.000			NULL		iec050159	2022-08-15 10:09:30.590
187	85	Add	Adicora	Adicora	2018-07-02 00:00:00.000	On-going	4391995959.00	2417000	4238920098.00	2018	2018-10-22 00:00:00.000	2019-01-04 00:00:00.000	2019-03-12 00:00:00.000	2019-07-03 00:00:00.000	2019-07-09 00:00:00.000	24	NULL	NULL			NULL		iec050159	2022-08-15 11:05:38.710
188	85	Modify	Adicora	Adicora	2018-07-02 00:00:00.000	Award	4391995959.00	2417000	4238920098.00	2018	2018-10-22 00:00:00.000	2019-01-04 00:00:00.000	2019-03-12 00:00:00.000	2019-07-03 00:00:00.000	2019-07-09 00:00:00.000	24	2018	2018-09-12 00:00:00.000			NULL		iec050159	2022-08-15 11:06:11.560
189	86	Add	Warg 13	Warg 13	2022-01-19 00:00:00.000	On-going	17762649569.68	811107	17736172603.88	2022	2022-05-27 00:00:00.000	2022-07-27 00:00:00.000	2022-10-11 00:00:00.000	2023-01-18 00:00:00.000	2023-03-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-15 11:11:24.547
190	87	Add	Warg 13X	Warg 13X	2022-01-19 00:00:00.000	On-going	13138714883.16	511460	13099473114.66	2022	2022-05-27 00:00:00.000	2022-08-31 00:00:00.000	2022-11-03 00:00:00.000	2023-01-18 00:00:00.000	2023-03-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-15 11:11:24.620
191	88	Add	Warg 14	Warg 14	2022-01-19 00:00:00.000	On-going	62370691510.77	2792466	62244477632.50	2022	2022-05-27 00:00:00.000	2022-07-27 00:00:00.000	2022-10-11 00:00:00.000	2023-01-18 00:00:00.000	2023-03-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-15 11:11:24.693
192	89	Add	Warg 16	Warg 16	2022-01-19 00:00:00.000	On-going	20153612219.08	843012	20101868142.52	2022	2022-05-27 00:00:00.000	2022-07-27 00:00:00.000	2022-10-11 00:00:00.000	2023-01-18 00:00:00.000	2023-03-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-15 11:11:24.760
193	90	Add	Warg 14L	Warg 14L	2022-01-19 00:00:00.000	On-going	9278585051.08	378436	9261480500.75	2022	2022-05-27 00:00:00.000	2022-07-27 00:00:00.000	2022-10-11 00:00:00.000	2023-01-18 00:00:00.000	2023-03-07 00:00:00.000	18	NULL	NULL			NULL		iec050159	2022-08-15 11:11:24.830
